gene	A.x0	A.x1	A.x2	B.x0	B.x1	B.x2	B.x3	B.x4	B.x5	B.x6	B.x7	B.x8	B.x9	C.x0	C.x1	C.x2
chrI:100060-101169-;YAL025C	0.0273242100195962	0.0143811631682207	0.0129430468513899	0.0182152755007295	0.0377316421086745	0.06635564646684	0.126205837397746	0.217282214901538	0.261519312545713	0.357800054478511	0.412445880980988	0.266723676974864	0.0650545553596244	0.0675914668906255	0	0.0316385589700739
chrI:101438-105933-;YAL024C	0.139497282731729	0.142373515365333	0.0704676995242293	0.0308163211649363	0.0577806021842195	0.0577806021842195	0.0568175921477702	0.0645216724390764	0.0545705687294845	0.0629166557117089	0.0744727761485239	0.0555335787659339	0.0548915720750157	0.0244479773859924	0.017257395801911	0.0100668142177573
chrI:106162-108636-;YAL023C	0.0877250953261402	0.0560865363560663	0.0316385589700739	0.0594894195083457	0.124227905443797	0.191882539394691	0.203547131454443	0.236207989224059	0.26070363255055	0.209962657088534	0.228042774782377	0.265369469375605	0.16097137043411	0.155316562216333	0.0819726300587885	0.0330766752869479
chrI:108838-110464-;YAL022C	0.0661533505737515	0.0287623263364702	0.0647152342570218	0.0834154634443792	0.0168605723983719	0.0550187099313622	0.0692170866878707	0.0958390431062159	0.12601059371376	0.0683296881405348	0.103825630031806	0.117136608240979	0.0772036736134609	0.0604008853065441	0.0316385589700739	0.0517721874055886
chrI:110617-113399-;YAL021C	0.0819726300587885	0.0719058158411033	0.0805345137420588	0.0580898361761787	0.0705376582140035	0.129664812893382	0.151967160710887	0.104250509566277	0.113067716843046	0.114105035346246	0.114623694597702	0.122922242623014	0.0752055914781156	0.0316385589700739	0.090601327959744	0.0862869790092662
chrI:113563-114615-;YAL020C	0.0230098610691184	0.00575246526729404	0.0100668142177573	0.0150874623733071	0.0233169873041232	0.0507487370736544	0.087781599262471	0.0726941368893082	0.104240649124247	0.104240649124247	0.0905247742395539	0.0685793744239001	0.0918963617280233	0.0776582811083107	0.076220164791581	0.0618390016232738
chrI:114815-118376+;YAL019W	0.015819279485037	0.0100668142177573	0.00575246526729404	0.0239066813351939	0.0700992520508441	0.132904940304359	0.143034890022696	0.17382993716704	0.107782665002895	0.0944111313747946	0.0709096480282129	0.0972475172959462	0.0575381144001123	0.0230098610691184	0.0215717447523887	0.00431434895046331
chrI:124879-126856+;YAL016W	0.0302004426531999	0.0115049305345736	0.0302004426531999	0.0270043861413397	0.0802833101500497	0.0992593652764277	0.114586179032237	0.164215861670523	0.126993599691881	0.142320413447691	0.108747392839617	0.164215861670523	0.105098151469048	0.0661533505737515	0.100668142177573	0.0503340710887146
chrI:126788-128102-;YAL015C	0.0877250953261402	0.0675914668906255	0.0302004426531999	0.0603957778412017	0.0494147273246327	0.0164715757749257	0.0494147273246327	0.035139361652992	0.0625919879444866	0.0362374667046344	0.0527090424795601	0.0988294546491211	0.0702787233061282	0.104982491128051	0.168259609068055	0.174012074336128
chrI:129237-130572+;YAL013W	0.0258860937027222	0.00719058158411033	0.00431434895046331	0.0151316408467054	0.0194549668028245	0.0886281821018842	0.156720565912203	0.169690543780848	0.190226342072991	0.156720565912203	0.143750588043268	0.112406474860828	0.0853856876346506	0.0632771179401478	0.0690295832074996	0.0488959547719849
chrI:130733-132084+;YAL012W	0.103544374811177	0.0532103037224626	0.0560865363560663	0.0651498980833682	0.0822383959411518	0.262735654565317	0.351382237203156	0.504110686807863	0.494498406763266	0.540423744757006	0.583144989401104	0.375946952874125	0.227490627733683	0.218593680156481	0.228660494374166	0.0805345137420588
